bid_id,bid_id_header,message_timestamp,message_sender,pii_cleaned_message,Label 1,Label 2,Label 3,Label 4,Label 5,Note,category
46267079,46267079,2016-12-07 16:47:58.220426 UTC,Pro,"Hi again [PERSON_NAME],
      
I want to tell you a little be about the process which is very easy and painless. I will take multiple shots at different angles with as many expressions as possible to ensure the perfect image. Years of experience, photographing big groups or one to one couching, have provided me the skills to do it efficiently while maintaining a very high quality.  
  
My studio is in a convenient location in [LOCATION] and I can work weekends and after hours.

Please check my website for more examples of my work, here is the link: http://www.godoyshots.com 

Also take a look at my reviews on Yelp: http://www.yelp.com/biz/[LOCATION]-[LOCATION]-2 and some recommendations in my LinkedIn profile: https://www.linkedin.com/pub/nabor-godoy/a2/12b/130

Looking forward to working with you,

[PERSON_NAME],
[PHONE_NUMBER]
mailto:[EMAIL_ADDRESS]
http://www.godoyshots.com",Job Details,Location,Contact Information,,,,Corporate Headshots
46267079,,2016-12-13 19:25:08.641172 UTC,Pro,"[PERSON_NAME],

I’m just following up with your request for a headshot, and I was wondering if you need more information such as what it is included and about the process, or any concern you might have. All questions are welcome!

Also, I have other packages we could offer you, here is the link: http://www.godoyshots.com/#!/p/rate. And please visit my website for more examples of my work (http://www.godoyshots.com). 

Thanks, and have a great rest of the day and a wonderful week! I look forward to hearing from you soon,

[PERSON_NAME] 
[PHONE_NUMBER]
[EMAIL_ADDRESS]
www.godoyshots.com",Price,Contact Information,Location,Follow-up,,,Corporate Headshots
46267079,,2016-12-26 18:50:58.507861 UTC,Pro,"[PERSON_NAME], 

I hope you had a wonderful holiday. I'm just following up on you and I was wondering if you have made a decision in regard to the photo session. If you haven't and still interested in my service, please feel free to ask any question about the process and also let me know if you would like to have a quick phone meeting in order to clarify any concern.

Thanks for your time and have a wonderful week, 

[PERSON_NAME],
[PERSON_NAME]
[PHONE_NUMBER]
[EMAIL_ADDRESS]
www.godoyshots.com",Follow-up,Contact Information,,,,,Corporate Headshots
46267079,,2017-11-06 02:24:08.663068 UTC,Customer,"[PERSON_NAME], Sorry for such a late reply.  I'm attempting to take a headshot photo but I need the [LOCATION] flag in the back.  Just like the official government photos.  Must photographers don't have a flag but I will accept a photoshop.  Attached is an example. Please let me know if this is possible.",Job Details,,,,,,Corporate Headshots
46267079,,2017-11-06 02:24:17.446745 UTC,Customer,"Regards,  [PERSON_NAME]",,,,,,,Corporate Headshots
46267079,,2017-11-06 02:42:30.931732 UTC,Pro,"[PERSON_NAME], thanks so much for your reply. Yes, it is possible. I don't have a flag and if you don't bring one, I can photoshop the image as a background. In that case, you would have to give me the background image with the flag. Usually, you can buy one as stock very economical. I would highly recommend you bring one. If photoshop, the extra price would be $80.  Please let me know. All the best, [PERSON_NAME].",Job Details,Price,,,,,Corporate Headshots
46267079,,2017-11-08 20:14:17.907958 UTC,Pro,"[PERSON_NAME],

I hope all is well on your end. I was wondering whether you have any updates in regard to the headshot photo session. If you haven't and still planning it, let me know whether you would like to have a quick phone meeting in order to clarify any concern.

Thanks, and have a great rest of the day! I look forward to working with you,

[PERSON_NAME]
[PHONE_NUMBER]
[EMAIL_ADDRESS]
www.godoyshots.com",Follow-up,Contact Information,Scheduling - Meeting or Job,,,,Corporate Headshots
47929127,47929127,2017-05-24 19:57:26.829779 UTC,Customer,Sounds good. What's next?,,,,,,,Massage Therapy
47929127,,2017-05-24 19:59:42.077287 UTC,Pro,"When would you like to schedule? I have 4pm today, 9 or 1:30 tomorrow, as then Friday 3:15 or 7:30. Any of those work?",Scheduling - Meeting or Job,,,,,,Massage Therapy
47929127,,2017-05-24 20:00:36.506216 UTC,Customer,4 would be great today,Scheduling - Meeting or Job,,,,,,Massage Therapy
47929127,,2017-05-24 20:01:40.730183 UTC,Pro,Ok you're set for 4pm today for 90 min.,Confirmation - Meeting,Job Details,,,,,Massage Therapy
47929127,,2017-05-24 20:02:14.867286 UTC,Customer,Perfect. [LOCATION] and [LOCATION]?,Location,Confirmation - Meeting,,,,,Massage Therapy
47929127,,2017-05-24 20:03:53.471058 UTC,Pro,Yes. Suite 147 within [PERSON_NAME],Location,,,,,,Massage Therapy
47929127,,2017-05-24 20:04:20.271352 UTC,Customer,Perfect. See you then,Generic Answer,Confirmation - Meeting,,,,,Massage Therapy
52326262,52326262,2017-07-29 03:20:23.272006 UTC,Customer,"[PERSON_NAME], Its me [PERSON_NAME]. We worked with each other a couple months back for an audition. I was hoping you could refresh my memory on the packages you offer?",Job Details,Price,,,,,Singing Lessons (for adults)
52326262,,2017-07-29 04:45:20.288475 UTC,Pro,"Hi [PERSON_NAME], very nice to hear from you! My rates are $50. an hour, $40. for 45 minutes, $30. for a half-hour.. When we're you thinking of coming in? Thank you, [PERSON_NAME]",Price,Scheduling - Meeting or Job,,,,,Singing Lessons (for adults)
52326262,,2017-07-29 04:58:06.534485 UTC,Customer,Did you also have a $200 series of classes?,Price,,,,,,Singing Lessons (for adults)
52326262,,2017-07-29 05:17:21.577393 UTC,Pro,If paid up front I can offer  you a package of eight 30 minute lessons which would bring the price to $25 per half hour for a total of $200. How would that work for you?,Price,,,,,,Singing Lessons (for adults)
52326262,,2017-07-29 08:41:19.07789 UTC,Customer,"That sounds good, let me think of when I can come in.",Price,Scheduling - Meeting or Job,,,,,Singing Lessons (for adults)
52568157,52568157,2018-03-23 05:03:15.443824 UTC,Customer,we're ready to do the electrical now,Scheduling - Meeting or Job,,,,,,Electrical and Wiring Repair
52568157,,2018-03-23 16:22:40.255288 UTC,Pro,Ok please let me know what day works for you,Scheduling - Meeting or Job,,,,,,Electrical and Wiring Repair
52568157,,2018-03-27 07:35:10.082726 UTC,Customer,need electrical work to finish up a man cave project.. when can u come out?,Job Details,Scheduling - Meeting or Job,,,,,Electrical and Wiring Repair
53324368,53324368,2017-03-10 16:21:20.982389 UTC,Pro,"Hello Jamilah, I know you called yesterday and I also left you a message with one of your Co workers, thank you ",Confirmation - Contact,,,,,,Sprinkler and Irrigation System Repair and Maintenance
53324368,,2017-05-02 22:33:42.27348 UTC,Customer,"[PERSON_NAME],
I'm finally able to meet with you on this project. Apologies, the board needed to review their finances and decide if the project is priority. Let me know what days/times you are available this week or next week during the day.",Scheduling - Meeting or Job,,,,,,Sprinkler and Irrigation System Repair and Maintenance
53324368,,2017-05-04 13:39:59.148532 UTC,Pro,"[PERSON_NAME], 
No problem, I been very busy as well. 
Where is the Project located?, I'm working in the North Park area this week.",Location,,,,,,Sprinkler and Irrigation System Repair and Maintenance
53324368,,2017-05-04 16:53:37.428432 UTC,Customer,"Hey [PERSON_NAME] the project is located at [LOCATION]. If you need me to meet you, let me know. They are looking for an update to their sprinklers.",Location,Job Details,,,,,Sprinkler and Irrigation System Repair and Maintenance
53324368,,2017-05-05 00:10:52.566476 UTC,Pro,"I could meet you tomorrow at noon if you are available?or I can stop by to check it out by myself, it's up to you.",Scheduling - Meeting or Job,,,,,,Sprinkler and Irrigation System Repair and Maintenance
53324368,,2017-05-05 06:05:45.512067 UTC,Customer,I won't be able to do noon as I'm leaving work at 1130 tomorrow for the day. If you can do between 10 and 11am I'm in otherwise you're welcome to go and check it out on your own.,Scheduling - Meeting or Job,,,,,,Sprinkler and Irrigation System Repair and Maintenance
53324368,,2017-05-05 15:27:32.537549 UTC,Pro,"Sounds good , I'll try to stop by today if I have time. Thank you.",Confirmation - Meeting,,,,,,Sprinkler and Irrigation System Repair and Maintenance
54514926,54514926,2017-03-24 11:58:56.527833 UTC,Pro,"If you have any additional questions, or would like to make an appointment, please contact me at your convenience...we're here to help.  

Again, thank you.
[PERSON_NAME]
Bug Uglies Pest Control
[PHONE_NUMBER]",Contact Information,Scheduling - Meeting or Job,,,,,Pest Control Services
54514926,,2017-05-10 13:40:12.121099 UTC,Customer,💸   What's included in your price?,Price,,,,,,Pest Control Services
54514926,,2017-05-10 13:46:18.132372 UTC,Pro,"Hi [PERSON_NAME]. 

This treatment would be a full interior and exterior treatment of the home.",Job Details,,,,,,Pest Control Services
54514926,,2017-05-10 13:52:10.784589 UTC,Customer,Is the price still $50?,Price,,,,,,Pest Control Services
54514926,,2017-05-10 13:54:22.075415 UTC,Pro,"For the one time service, yes. If you were interested in a regular services, you would get $25 off your first service. ",Price,,,,,,Pest Control Services
54514926,,2017-05-10 13:56:02.801129 UTC,Customer,We are located near the airport off of [LOCATION]...do you service that area?,Location,,,,,,Pest Control Services
54514926,,2017-05-10 14:23:13.337019 UTC,Pro,Yes sir! We can be there tomorrow around 130,Confirmation - Meeting,Scheduling - Meeting or Job,,,,,Pest Control Services
55577457,55577457,2017-06-11 23:32:34.773348 UTC,Customer,Sounds good. What's next?,,,,,,,Garage Door Repair
55577457,,2017-06-11 23:35:19.782663 UTC,Pro,"Let's schedule an appointment , what works for you ?",Scheduling - Meeting or Job,,,,,,Garage Door Repair
55577457,,2017-06-12 01:45:52.750944 UTC,Customer,[PERSON_NAME] available Monday 8:45 - 2pm or 4pm til Evening. I leave to pickup my kids from school at 2:20pm and get back around 3:40 pm.,Scheduling - Meeting or Job,,,,,,Garage Door Repair
55577457,,2017-06-12 02:09:32.176174 UTC,Pro,"I can put you on my schedule at 10 am tomarrow, just send me your address ",Confirmation - Meeting,Location,,,,,Garage Door Repair
55577457,,2017-06-12 02:16:41.044095 UTC,Customer,"9831 S 246th Pl, [PERSON_NAME][LOCATION]",Location,,,,,,Garage Door Repair
55577457,,2017-06-12 02:17:10.892002 UTC,Customer,My cell [PHONE_NUMBER],Contact Information,,,,,,Garage Door Repair
55577457,,2017-06-12 02:19:06.976061 UTC,Pro,"Ok see you then, I will call on the way",Confirmation - Meeting,Confirmation - Contact,,,,,Garage Door Repair
55577457,,2017-06-12 02:45:50.27478 UTC,Customer,Do I need to click the hire button?,Hire,,,,,,Garage Door Repair
55577457,,2017-06-12 02:47:35.424904 UTC,Pro,Sure,,,,,,,Garage Door Repair
55889614,55889614,2017-05-02 21:36:56.524202 UTC,Customer,"[PERSON_NAME], sorry I have taken so long in responding. I would like to know how many hours are included in your fee?  Is the complete fee due at the first session? Thank you. [PERSON_NAME] email is:   [EMAIL_ADDRESS]",Price,Contact Information,,,,,Dog Training
55889614,,2017-05-03 18:36:45.384778 UTC,Pro,Hi there...  It's a 6 week program  which classes  are and hour and a half.  You could put half down and balance on class four. Please call me and I can give you Kore details or for it out with you.  Sincerely [PERSON_NAME],Job Details,,,,,,Dog Training
56048726,56048726,2017-05-22 18:26:32.447959 UTC,Customer,"Hi, I'm sorry for the long delay in responding to your quote. I already have a hair stylist for my wedding and am just looking for makeup. The $750 price include how many people?",Job Details,Price,,,,,Wedding and Event Makeup
56048726,,2017-05-22 19:07:15.249939 UTC,Pro,"[PERSON_NAME],

Thanks for responding and congratulations again on your engagement!! We are still available and would love to service you. We charge $75 per person for hair for the bridal party and $150 for the bride. Trials are $75. We will travel to you for the wedding day and the trial. Let me know if you have any questions. Thanks!

[PERSON_NAME] 
theglassslipperwedding.com 
[PHONE_NUMBER]",Price,Job Details,Contact Information,,,,Wedding and Event Makeup
56048726,,2017-05-29 20:39:37.217518 UTC,Customer,"Hi, I was looking just for makeup. Thanks!",Job Details,,,,,,Wedding and Event Makeup
56048726,,2017-05-29 20:45:11.220879 UTC,Pro,"[PERSON_NAME],

That is our price for makeup. I wrote hair instead of makeup. Thanks.",Price,Job Details,,,,,Wedding and Event Makeup
56048726,,2017-05-29 20:53:31.77924 UTC,Customer,Is there an additional cost for travel to LBI?,Price,,,,,,Wedding and Event Makeup
56048726,,2017-05-29 20:56:36.921138 UTC,Pro,[PERSON_NAME] there are no travel fees. Thanks.,Price,,,,,,Wedding and Event Makeup
56048726,,2017-06-26 20:17:45.757268 UTC,Pro,"[PERSON_NAME],

I hope wedding planning is going well. Just wanted to follow up to see if you were still interested in our services as September is a busy bridal month. Let me know so I can keep the day available. Thanks. 

[PERSON_NAME]
theglassslipperwedding.com
[PHONE_NUMBER]",Follow-up,Contact Information,,,,,Wedding and Event Makeup
56048726,,2017-06-26 21:07:35.153066 UTC,Customer,"Hi, I apologize for not getting back to you sooner! I went with another makeup artist. Thanks!",Rejection,,,,,,Wedding and Event Makeup
56434850,56434850,2017-06-29 04:45:52.332354 UTC,Customer,What's included in your price?,,,,,,,Handyman
56434850,,2017-07-05 21:28:00.020939 UTC,Pro,[PERSON_NAME].. I am just seeing your reply message. I would like to come out and look at the work to be done and talk with you. Please reply if interested in setting up a day and time. Thank you,Scheduling - Meeting or Job,,,,,,Handyman
56434850,,2017-07-06 13:13:02.539316 UTC,Customer,Feel free to stop by today.  Anyone can help you.  [LOCATION] [LOCATION].  Thank you.,Confirmation - Meeting,Location,,,,,Handyman
56434850,,2017-07-06 15:46:30.170981 UTC,Pro,Yes mam,Generic Answer,Confirmation - Meeting,,,,,Handyman
56476268,56476268,2017-10-09 23:23:31.912895 UTC,Customer,I called got your message service need a free estimate asap for termite service. [PERSON_NAME],Confirmation - Contact,Price,,,,,Termite Inspection
56476268,,2017-10-16 18:34:10.222868 UTC,Customer,Can you give me an update on your arrival time to [LOCATION]?,Confirmation - Meeting,Location,Scheduling - Meeting or Job,,,,Termite Inspection
56476268,,2017-10-16 20:26:38.782242 UTC,Pro,"I apologize, our inspector is running late.  He said he can be there by 2:30.",Scheduling - Meeting or Job,Confirmation - Meeting,,,,,Termite Inspection
57352517,57352517,2017-06-23 21:18:32.088688 UTC,Customer,"Hi, my videographer canceled on me last minute. I know it's wedding season but it's worth a try. Are you still available July 1st.",Scheduling - Meeting or Job,,,,,,Wedding and Event Videography
57352517,,2017-06-23 21:23:40.980896 UTC,Pro,"So sorry, but I am no longer available on July 1st.  Hope you can find a replacement though!",Rejection,,,,,,Wedding and Event Videography
57434360,57434360,2017-04-28 04:52:55.514019 UTC,Pro,"[PERSON_NAME], thanks for viewing my quote! I would love to hear more about your property and what you need! Would you have time tomorrow (Friday) to either meet me at the property or talk on the phone for 10 minutes? -[PERSON_NAME] [PHONE_NUMBER][LOCATION] [LOCATION] ",Location,Scheduling - Meeting or Job,Contact Information,,,,Property Management
57434360,,2017-05-02 10:47:04.266798 UTC,Customer,"[PERSON_NAME], I am currently living in [LOCATION], [LOCATION], so would definitely require a full-service agent for help. Assuming, that is, that we go this route: my ex-wife and I are trying to decide whether to sell the house, and I wanted to explore the idea of maybe offering it as a rental for a few years until I am ready to return to Utah. So nothing urgent yet (she is still planning on living there for the rest of the year), but I appreciate your quick quote/response. One question: when you say you handle maintenance/repairs, I assume that is only the logistics of getting them done. I would still be paying the cost of such, correct? (As long the repairs are not a result of damage done by the renters, I hope!) Or is who-pays more a matter of the issue in question?",Location,Job Details,,,,,Property Management
57434360,,2017-05-02 13:57:11.118759 UTC,Pro,"[PERSON_NAME], 

That's awesome! I've heard [LOCATION] is a beautiful place! Renting is definitely a great option as the rental market is doing extremely well right now in [LOCATION]

That is a great question! Obviously if the tenants caused any damage they would cover the cost themselves (this rarely happens as we have great tenants because of how well we screen them) 

We outsource all the maintenance and repairs to licensed and insured professionals, you obviously would cover the cost of the actual repair, we just get it handled for you. One thing to note about our company, is that we get wholesale pricing on everything (because of the volume of work we send to our venders) and we pass along that wholesale price to you, which saves you quite a bit over the long term! Let me know if you have any additional questions! I would love to talk to you on the phone as well to give you the full scoop of what we do, as well as learn more about you and your property! 

Let me know if you would have time for a quick phone call! Thanks so much! -[PERSON_NAME] ([LOCATION] Co, LLC) [PHONE_NUMBER]",Job Details,Location,Contact Information,,,,Property Management
57434360,,2017-05-18 20:52:44.717081 UTC,Pro,"Hey [PERSON_NAME], I just wanted to check in with you to see if you are still in need of any Property Management? We would love to help any way we can! ",Follow-up,,,,,,Property Management
57496816,57496816,2017-04-28 01:01:57.182135 UTC,Pro,"[PERSON_NAME]-
I'm scheduling in your area and I'd love to help you out with your gutter cleaning.  Give me a call to discuss.  Thanks!
[PERSON_NAME]
[PHONE_NUMBER]",Contact Information,,,,,,Gutter Cleaning and Maintenance
57496816,,2017-05-02 00:10:25.433237 UTC,Pro,"[PERSON_NAME]-
I'm cleaning in your area on Thurs.  Let me know if you would like your gutters cleaned.  Thanks!
[PERSON_NAME] 
[PHONE_NUMBER]",Follow-up,Contact Information,,,,,Gutter Cleaning and Maintenance
57496816,,2017-05-02 18:47:09.777311 UTC,Customer,"Hi there, Thursday, unfortunately does not work for me. I am available tomorrow (Wednesday) or Friday if that would work better. Each day I'm available after 5:30. Please let me know. Thanks!",Scheduling - Meeting or Job,,,,,,Gutter Cleaning and Maintenance
57496816,,2017-05-02 20:30:34.071475 UTC,Pro,"[PERSON_NAME]-
You don't have to be at home, most people aren't.  All I need is the water turned on to your outdoor faucets.  Let me know, otherwise I will need to do them next week.  Call me if you can.  
[PERSON_NAME]
[PHONE_NUMBER]",Job Details,Contact Information,,,,,Gutter Cleaning and Maintenance
57496816,,2017-05-03 16:52:56.44329 UTC,Customer,"Hi [PERSON_NAME], if possible, I would like to be home when the work is done. I've been burned by a gutter cleaner before. I am available this evening or on the weekends. Next week, I'm free on Monday if that would work. Please let me know. Thanks!",Scheduling - Meeting or Job,,,,,,Gutter Cleaning and Maintenance
57496816,,2017-05-03 17:09:46.729019 UTC,Pro,"No worries, mark me as hired on Thumbtack.  Monday morning works for me.  Send me your address and I will be there between 8-830.  Thanks!
[PERSON_NAME]
[PHONE_NUMBER]",Contact Information,Scheduling - Meeting or Job,,,,,Gutter Cleaning and Maintenance
57496816,,2017-05-04 22:24:32.767722 UTC,Pro,"[PERSON_NAME]-
Does Monday work for you?  I just need to know as I put you down in my schedule.  Please let me know.  
[PERSON_NAME]",Scheduling - Meeting or Job,,,,,,Gutter Cleaning and Maintenance
57496816,,2017-05-07 22:22:26.159906 UTC,Pro,"[PERSON_NAME]-
Haven't heard from you?  Please call me to discuss your gutter cleaning.  
[PERSON_NAME]
[PHONE_NUMBER]",Follow-up,Contact Information,,,,,Gutter Cleaning and Maintenance
57503841,57503841,2017-05-28 02:55:54.88191 UTC,Customer,Are you still available Sunday June 4rh from 5-9,Scheduling - Meeting or Job,,,,,,DJ
57503841,,2017-05-28 03:14:59.347771 UTC,Pro,[PERSON_NAME]! And yes I am do you need me?,Scheduling - Meeting or Job,,,,,,DJ
57503841,,2017-05-28 03:24:04.765521 UTC,Customer,We have decided to get a dj. I know it's last min.  Can I have my boyfriend call you tomorrow?,Scheduling - Meeting or Job,,,,,,DJ
57503841,,2017-05-28 03:25:59.379641 UTC,Customer,I know he wants someone to play all kinds of music.  From stuff we like 70 80 and than stuff my son likes   Whatever 18 year olds listen to.  Lol.,Job Details,,,,,,DJ
57503841,,2017-05-28 03:54:14.921369 UTC,Pro,"Okay, and yes he can afternoon is ok.",Confirmation - Contact,,,,,,DJ
57503841,,2017-05-28 03:56:20.357012 UTC,Customer,Great.  Thank you.,Generic Answer,Confirmation - Contact,,,,,DJ
57503841,,2017-05-28 04:01:06.127943 UTC,Pro,"Okay, you are welcome [PERSON_NAME]!",,,,,,,DJ
57503841,,2017-05-28 23:54:20.29049 UTC,Customer,What do we need to do to secure you for next Sunday?,Hire,Scheduling - Meeting or Job,,,,,DJ
57503841,,2017-05-28 23:58:19.809493 UTC,Pro,"Meet up and do the contract and deposit. And the deposit is a  $100.00 down, Cash, Cashier Check or Money Orders thanks DJ KD Services!",Hire,Price,Payment,,,,DJ
57503841,,2017-05-29 16:51:19.538687 UTC,Customer,Is there any way to do it through email and credit card?,Hire,Payment,,,,,DJ
57503841,,2017-05-29 16:55:50.430283 UTC,Pro,"Don't do credit cards sorry and you can text me when you ready to do business [PHONE_NUMBER]. And I only do Cash, Cashier Check and Money Orders sorry DJ KD Services thanks!",Payment,,,,,,DJ
57603564,57603564,2017-05-10 17:31:23.594535 UTC,Customer,Hello can we meet at my home on Saturday so you can give me an estimate ?,Scheduling - Meeting or Job,Price,,,,,Interior Painting
57603564,,2017-05-10 21:05:18.719912 UTC,Pro,"Yes I will be able to go to your house this Saturday to talk about the scope of work and give you an estimate. 
It can be anytime after 11:00 am.
I prefer as late as posible around 3:00 pm if works for you. 


[PERSON_NAME]
[PHONE_NUMBER]. Mobile phone",Confirmation - Meeting,Scheduling - Meeting or Job,Contact Information,,,,Interior Painting
57603564,,2017-05-10 21:25:09.478621 UTC,Customer,11 works [LOCATION],Confirmation - Meeting,Location,,,,,Interior Painting
57603564,,2017-05-10 21:26:41.298994 UTC,Pro,Ok I will see you then,Generic Answer,Confirmation - Meeting,,,,,Interior Painting
57603564,,2017-05-15 18:06:56.072894 UTC,Customer,Hi there ! When can I get a bid ?,Price,,,,,,Interior Painting
57631600,57631600,2017-04-30 14:36:34.56328 UTC,Pro,I also have tv wall mounts for $60 if one is needed.,Price,,,,,,TV Mounting
57631600,,2017-05-26 15:34:21.581063 UTC,Pro,"[PERSON_NAME], My name is [PERSON_NAME], from SAM3 A/V Installations, I'm just checking to see if you were able to have your TV mounted, if not give me a call at [PHONE_NUMBER]. Have a wonderful day.",Follow-up,Contact Information,,,,,TV Mounting
57631600,,2017-05-26 17:09:43.897039 UTC,Customer,"As soon as I know the exact date, the latter part of June, I still need you. I will follow up at that time.
Thank you",Scheduling - Meeting or Job,,,,,,TV Mounting
57631600,,2017-05-26 17:10:29.911321 UTC,Pro,"Ok, have a nice weekend ",,,,,,,TV Mounting
57631600,,2017-07-08 14:59:37.671948 UTC,Pro,"[PERSON_NAME], I'm just checking in with you about your tv mounting.",Follow-up,,,,,,TV Mounting
57631600,,2017-09-06 16:57:29.113262 UTC,Pro,"[PERSON_NAME], My name is [PERSON_NAME], from SAM3 A/V Installations, I'm just checking to see if you were able to have your TV mounted, if not give me a call at [PHONE_NUMBER]. Have a wonderful day.",Follow-up,Contact Information,,,,,TV Mounting
57631600,,2017-09-06 17:40:38.870833 UTC,Customer,[PERSON_NAME] the tv has been mounted. Thank you,Rejection,,,,,,TV Mounting
57646568,57646568,2017-05-08 02:35:48.960015 UTC,Customer,sorry for the delay in my response.  This coming week is my busiest week of the year and I have been preparing for the meeting that starts Tuesday.  My preferred method was workout of my house but I am open to options.  Main reason is our work schedules and childcare.  My meeting ends Friday so the following week I can schedule time to talk if you still have availability.,Job Details,Scheduling - Meeting or Job,,,,,Personal Training
57646568,,2017-05-08 03:09:58.841721 UTC,Pro,"[PERSON_NAME], 
I am  available but now not until after May 20. We can talk next week though. Where is your  home location?",Location,Scheduling - Meeting or Job,,,,,Personal Training
57646568,,2017-05-22 03:27:04.557229 UTC,Pro,Have you chisen a trainer?,Follow-up,,,,,,Personal Training
57646568,,2017-05-22 12:36:09.239008 UTC,Customer,Hi [PERSON_NAME] have not.  I'm leaving for work now. My cell is [PHONE_NUMBER]. When are you available to talk?,Contact Information,Scheduling - Meeting or Job,,,,,Personal Training
57646568,,2017-05-22 12:41:58.153911 UTC,Pro,I can call you at 11 or after 430. What is best for you?,Scheduling - Meeting or Job,,,,,,Personal Training
57648519,57648519,2017-04-30 19:21:02.515015 UTC,Pro,How soon would you like the problem handled [PERSON_NAME]?,Scheduling - Meeting or Job,,,,,,Bed Bug Extermination
57648519,,2017-05-02 14:34:54.196767 UTC,Pro,"Good morning,

I'm available tomorrow for service.

Thanks again!

[PERSON_NAME]
[LOCATION]",Scheduling - Meeting or Job,Location,,,,,Bed Bug Extermination
57648519,,2017-05-02 14:39:10.40526 UTC,Customer,How much is service for one bedroom?,Price,Job Details,,,,,Bed Bug Extermination
57648519,,2017-05-02 14:41:26.621333 UTC,Pro,"Depending on degree of difficulty and infestation...

$150-$300
I can also provide mattress encasements if needed to protect the bed from future infestation. I'll need to measure the box spring and mattress to figure out the cost.",Price,Job Details,,,,,Bed Bug Extermination
